3431,Компьютерная геометрия. Геометрические основы компьютерной графики,"В учебном пособии рассматриваются создание, способы хранения и обработки изображений с помощью компьютера на основе аналитического описания (с помощью формул) геометрических фигур. Охарактеризованы особенности различных систем координат и задание фигур в координатах; представлена теория измерений; описаны такие геометрические преобразования пространства, как параллельный перенос, масштабирование, повороты, симметрии, проекторы. Соответствует актуальным требованиям Федерального государственного образовательного стандарта среднего профессионального образования и профессиональным требованиям.",https://t.me/it_boooks/3431
3430,HTML5 + CSS3. Основы современного WEB-дизайна,"Вы сможете легко и непринужденно освоить базовый курс HTML5 и CSS3. Уровень подаваемого материала книги позволит эффективно использовать полученные знания как новичку, так и более опытному программисту, желающему освоить основы или улучшить свои навыки web-программирования и web-дизайна. Помимо базового синтаксиса обоих языков, вы узнаете: как редактировать и работать с текстом в HTML5; как использовать списки, таблицы, скрипты и ссылки; как размещать мультимедиа-объекты и создавать макет web-страницы, как пользоваться формами и фреймами; как форматировать и видоизменять блоки и структуру документов при помощи CSS3, что из себя представляют визуальные функции CSS3 и многое другое. Каждый теоретический отрезок сопровождается практическим примером, наглядно демонстрирующем пройденный материал. Книга подойдет для всех желающих освоить или начать лучше ориентироваться в HTML5 и CSS3.",https://t.me/it_boooks/3430
3428,Интерактивные графические системы,"Книга представляет собой введение в программирование компьютерной графики и предназначена в первую очередь для студентов, обучающихся по специальностям, связанным с программированием. Материал изложен с точки зрения программиста, все методы и алгоритмы компьютерной графики излагаются так, чтобы можно было легко написать соответствующий программный код. В пособии рассмотрены основные методы и алгоритмы построения графических изображений, подробно анализируются приемы моделирования движения (анимации) двумерных изображений, использования сплайнов и построения трехмерных поверхностей. Проводится сравнение принципов программирования графики в популярной в прошлом операционной системе MS-DOS и в современной операционной системе Windows. Материал проиллюстрирован листингами программ на языке C/C++, в том числе с использованием API-функций системы Windows.",https://t.me/it_boooks/3428
3425,Изучаем С++ через программирование игр,"Если вы хотите научиться программировать первоклассные игры, вам просто необходимо изучить язык С++. Эта книга поможет вам освоить разработку игр с самых азов, независимо от того, есть ли у вас опыт программирования. Гораздо интересней учиться, когда обучение превращается в игру.",https://t.me/it_boooks/3425
3424,Linux. Книга рецептов. 2-е изд,"Книга рецептов обучит начинающих пользователей и администраторов Linux управлять системой, используя как графические инструменты, так и командную строку. Независимо от того, используете ли вы Linux во встроенных или настольных системах, серверах, облачных или виртуальных средах, фундаментальные приемы одни. Цель книги - помочь вам быстро приступить к работе на простых и наглядных примерах. Карла Шредер приводит рецепты с объяснениями для конкретных ситуаций, а также ссылки для дополнительного изучения.",https://t.me/it_boooks/3424
3422,"Конкурентность в C#. Асинхронное, параллельное и многопоточное программирование.","Если вы побаиваетесь конкурентного и многопоточного программирования, эта книга написана для вас. Стивен Клири предоставляет в ваше распоряжение 85 рецептов работы с .NET и C# 8.0, необходимых для параллельной обработки и асинхронного программирования. Конкурентность уже стала общепринятым методом разработки хорошо масштабируемых приложений, но параллельное программирование остается непростой задачей. Подробные примеры и комментарии к коду позволят разобраться в том, как современные инструменты повышают уровень абстракции и упрощают конкурентное программирование. Вы научитесь использовать async и await для асинхронных операций, расширять возможности кода за счет использования асинхронных потоков, исследовать потенциал параллельного программирования с библиотекой TPL Dataflow, создавать конвейеры потоков данных с библиотекой TPL Dataflow, и т.д.",https://t.me/it_boooks/3422
3421,Эволюционная архитектура. Поддержка непрерывных изменений,"Пора по-новому взглянуть на постулаты, остававшиеся неизменными на протяжении многих лет. Динамично меняющийся мир диктует свои правила, в том числе и в компьютерной архитектуре. Происходящие изменения требуют новых подходов, заставляют жесткие системы становиться гибкими и подстраиваться под новые условия. Возможно ли долгосрочное планирование, если всё непрерывно меняется? Как предотвратить постепенное ухудшение архитектурного решения с течением времени? Здесь вы найдете ответы и рекомендации, которые позволят защитить самые важные характеристики проекта в условиях непрерывных изменений.",https://t.me/it_boooks/3421
3419,"Высоконагруженные приложения. Программирование, масштабирование, поддержка","В этой книге вы найдете ключевые принципы, алгоритмы и компромиссы, без которых не обойтись при разработке высоконагруженных систем для работы с данными. Материал рассматривается на примере внутреннего устройства популярных программных пакетов и фреймворков. В книге три основные части, посвященные, прежде всего, теоретическим аспектам работы с распределенными системами и базами данных. От читателя требуются базовые знания SQL и принципов работы баз данных.",https://t.me/it_boooks/3419
3418,Автоматизация рутинных задач с помощью Python: практическое руководство для начинающих + Исходники,"Освоите основы Python и исследуете стандартную библиотеку модулей, позволяющих решать самые разнообразные задачи. Включена новая глава, посвященная проверке вводимых данных. Рассмотрены вопросы автоматизации работы с Gmail и Google Таблицы, даны советы по автоматическому обновлению CSV-файлов. Вы узнаете, как писать программы, которые легко выполняют следующие задачи автоматизации: - поиск текста в файле или в нескольких файлах; - создание, обновление, перемещение и переименование файлов и папок; - поиск в Интернете и загрузка веб-контента; - обработка и шифрование PDF-документов; - рассылка электронной почты и текстовых уведомлений; - заполнение веб-форм. Пошаговые инструкции помогут лучше понять, как работает та или иная программа, а обновленные учебные проекты в конце каждой главы дадут возможность применить полученные навыки для автоматизации аналогичных задач.",https://t.me/it_boooks/3418
3416,Java Persistence API и Hibernate,"Java Persistence – механизм, помогающий обеспечить сохранность данных после завершения программы, что является главной чертой современных приложений. Hibernate – наиболее популярный инструмент Java для работы с базами данных, предоставляющим автоматическое прозрачное объектно-реляционное отображение, что значительно упрощает работу с SQL-базами данных в приложениях Java. Данная книга описывает разработку приложения с использованием Hibernate, связывая воедино сотни отдельных примеров. Также вы найдете хорошо иллюстрированное обсуждение лучших методик проектирования баз данных и методов оптимизации.  Издание предназначено разработчикам, знакомым с языком Java.",https://t.me/it_boooks/3416
3413,Разработка смарт-контрактов в Ethereum,"Эта книга рассказывает о принципах работы Ethereum, отличии Ethereum от Bitcoin. Вы узнаете что такое децентрализованные приложения Dapp и смарт-контракты, познакомитесь с инструментами разработки Dapp. Изучите высокоуровневый язык Solidity создания смарт-контрактов для виртуальной машины Ethereum. Познакомитесь со средой разработки Remix. Узнаете о практическом применении смарт-контрактов, стандартах ERC20, ERC-721, ERC-1155 и EIP-3156.",https://t.me/it_boooks/3413
